chrom1	start1	end1	chrom2	start2	end2	name	score	strand1	strand2
chr7	20495736	20495737	HPV16REF|lcl|Human	1	2	E51_RAND77_UD2	.	+	.
chr9	130279742	130279743	HPV16REF|lcl|Human	1	2	E52_RAND73_E	.	+	.
chr9	123173569	123173570	HPV16REF|lcl|Human	1	2	E53_RAND52_F	.	+	.
chr9	122889910	122889911	HPV16REF|lcl|Human	1	2	E54_RAND71_UD2	.	+	.
chr9	116921587	116921588	HPV16REF|lcl|Human	1	2	E55_SINE_E	.	+	.
chr9	103450142	103450143	HPV16REF|lcl|Human	1	2	E56_RAND94_F	.	+	.
chr9	99956760	99956761	HPV16REF|lcl|Human	1	2	E57_lowgc_UD2	.	+	.
chr9	97952091	97952092	HPV16REF|lcl|Human	1	2	E58_LINE_E	.	+	.
chr9	97945714	97945715	HPV16REF|lcl|Human	1	2	E59_LINE_F	.	+	.
chr9	97944420	97944421	HPV16REF|lcl|Human	1	2	E60_LINE_UD2	.	+	.
chr9	97942608	97942609	HPV16REF|lcl|Human	1	2	E61_EXTRA_E	.	+	.
chr9	97940224	97940225	HPV16REF|lcl|Human	1	2	E62_EXTRA_F	.	+	.
chr9	97914603	97914604	HPV16REF|lcl|Human	1	2	E63_LINE_UD2	.	+	.
chr9	97908821	97908822	HPV16REF|lcl|Human	1	2	E64_LINE_E	.	+	.
chr9	97902954	97902955	HPV16REF|lcl|Human	1	2	E65_LINE_F	.	+	.
chr9	97901339	97901340	HPV16REF|lcl|Human	1	2	E66_EXTRA_UD2	.	+	.
chr9	97899374	97899375	HPV16REF|lcl|Human	1	2	E67_EXTRA_E	.	+	.
chr9	97891262	97891263	HPV16REF|lcl|Human	1	2	E68_EXTRA_F	.	+	.
chr9	97869989	97869990	HPV16REF|lcl|Human	1	2	E69_EXTRA_UD2	.	+	.
chr9	97860564	97860565	HPV16REF|lcl|Human	1	2	E70_EXTRA_E	.	+	.
chr9	97857784	97857785	HPV16REF|lcl|Human	1	2	E71_EXTRA_F	.	+	.
chr9	97833766	97833767	HPV16REF|lcl|Human	1	2	E72_EXTRA_UD2	.	+	.
chr9	97814224	97814225	HPV16REF|lcl|Human	1	2	E73_LINE_E	.	+	.
chr9	97813335	97813336	HPV16REF|lcl|Human	1	2	E74_LINE_F	.	+	.
chr9	43629031	43629032	HPV16REF|lcl|Human	1	2	E75_RAND57_UD2	.	+	.
chr9	26645008	26645009	HPV16REF|lcl|Human	1	2	E76_LINE_E	.	+	.
chr11	131789342	131789343	HPV16REF|lcl|Human	1	2	E77_LINE_F	.	+	.
chr11	67955744	67955745	HPV16REF|lcl|Human	1	2	E78_RAND55_UD2	.	+	.
chr11	2553267	2553268	HPV16REF|lcl|Human	1	2	E79_RAND58_E	.	+	.
chr12	81808145	81808146	HPV16REF|lcl|Human	1	2	E80_RAND90_F	.	+	.
chr12	66057682	66057683	HPV16REF|lcl|Human	1	2	E81_SINE_UD2	.	+	.
chr17	74543200	74543201	HPV16REF|lcl|Human	1	2	E82_RAND92_E	.	+	.
chr17	41270854	41270855	HPV16REF|lcl|Human	1	2	E83_RAND80_F	.	+	.
chr17	21380272	21380273	HPV16REF|lcl|Human	1	2	E84_RAND61_UD2	.	+	.
chr18	77653869	77653870	HPV16REF|lcl|Human	1	2	E85_RAND69_E	.	+	.
chr18	50983320	50983321	HPV16REF|lcl|Human	1	2	E86_RAND60_F	.	+	.
chr18	22565190	22565191	HPV16REF|lcl|Human	1	2	E87_LINE_UD2	.	+	.
chr18	19014455	19014456	HPV16REF|lcl|Human	1	2	E88_RAND87_E	.	+	.
chrX	145049173	145049174	HPV16REF|lcl|Human	1	2	E89_RAND78_F	.	+	.
chrX	135929167	135929168	HPV16REF|lcl|Human	1	2	E90_RAND50_UD2	.	+	.
chrX	97125896	97125897	HPV16REF|lcl|Human	1	2	E91_EXTRA_E	.	+	.
chrX	97114880	97114881	HPV16REF|lcl|Human	1	2	E92_EXTRA_F	.	+	.
chrX	96983771	96983772	HPV16REF|lcl|Human	1	2	E93_EXTRA_UD2	.	+	.
chrX	96960123	96960124	HPV16REF|lcl|Human	1	2	E94_EXTRA_E	.	+	.
chrX	63726892	63726893	HPV16REF|lcl|Human	1	2	E95_RAND65_F	.	+	.
chrX	51722651	51722652	HPV16REF|lcl|Human	1	2	E96_RAND93_UD2	.	+	.
chrX	35132352	35132353	HPV16REF|lcl|Human	1	2	E97_RAND75_E	.	+	.
chrX	16421400	16421401	HPV16REF|lcl|Human	1	2	E98_RAND56_F	.	+	.
chrX	12318778	12318779	HPV16REF|lcl|Human	1	2	E99_RAND70_UD2	.	+	.
chrX	2208853	2208854	HPV16REF|lcl|Human	1	2	E100_RAND54_E	.	+	.
