event_id	chrom	host_pos	del_len	ins_len	hpv_ref	hpv_path	hpv_strand	copies	source
E12_RAND94_UD2	chr2	236888126	0	85842	HPV16REF|lcl|Human	HPV:4528-7633(+)+chr2:236876109-236887126(+)+HPV:508-690(+)+HPV:5734-933(+)+chr2:236876109-236887126(+)+HPV:7446-7628(+)+HPV:6327-1526(+)+chr2:236876109-236887126(+)+HPV:4787-4969(+)+HPV:3855-6960(+)+chr2:236876109-236887126(+)+HPV:5498-5680(+)+HPV:341-3446(+)+chr2:236876109-236887126(+)+HPV:4176-4358(+)+HPV:7127-2326(+)+chr2:236876109-236887126(+)+HPV:5297-5479(+)	.	1	RAND94
E13_RAND91_E	chr2	197773456	0	26016	HPV16REF|lcl|Human	HPV:6291-358(+)+chr2:197766936-197772456(+)+HPV:5100-7027,437-5008(+)+chr2:197766936-197772456(+)+HPV:646-2573,6544-3209(+)	.	1	RAND91
E14_EXTRA_F	chr2	151136063	651	11405	HPV16REF|lcl|Human	HPV:2333-6139,5407-1072(-)+LIT:5+HPV:6448-448,2563-4676(+)	.	1	EXTRA
E15_EXTRA_UD2	chr2	100978863	0	85842	HPV16REF|lcl|Human	HPV:3952-7057(+)+chr2:100966846-100977863(+)+HPV:2308-2490(+)+HPV:1554-4659(+)+chr2:100966846-100977863(+)+HPV:7451-7633(+)+HPV:7903-3102(+)+chr2:100966846-100977863(+)+HPV:7375-7557(+)+HPV:7714-2913(+)+chr2:100966846-100977863(+)+HPV:6058-6240(+)+HPV:7515-2714(+)+chr2:100966846-100977863(+)+HPV:7627-7809(+)+HPV:4439-7544(+)+chr2:100966846-100977863(+)+HPV:1594-1776(+)	.	1	EXTRA
E16_EXTRA_E	chr2	32916253	0	26016	HPV16REF|lcl|Human	HPV:1979-3952(+)+chr2:32909733-32915253(+)+HPV:11-1938,2176-6747(+)+chr2:32909733-32915253(+)+HPV:3424-5351,6154-2819(+)	.	1	EXTRA
E17_EXTRA_F	chr3	189895061	651	11405	HPV16REF|lcl|Human	HPV:5230-1130,7797-3462(-)+LIT:5+HPV:6246-246,6970-1177(+)	.	1	EXTRA
E18_EXTRA_UD2	chr3	189889702	0	85842	HPV16REF|lcl|Human	HPV:302-3407(+)+chr3:189877685-189888702(+)+HPV:6680-6862(+)+HPV:3889-6994(+)+chr3:189877685-189888702(+)+HPV:6241-6423(+)+HPV:450-3555(+)+chr3:189877685-189888702(+)+HPV:2351-2533(+)+HPV:7693-2892(+)+chr3:189877685-189888702(+)+HPV:6345-6527(+)+HPV:7706-2905(+)+chr3:189877685-189888702(+)+HPV:7575-7757(+)+HPV:6733-1932(+)+chr3:189877685-189888702(+)+HPV:42-224(+)	.	1	EXTRA
E19_EXTRA_E	chr3	189879690	0	26016	HPV16REF|lcl|Human	HPV:7605-1672(+)+chr3:189873170-189878690(+)+HPV:183-2110,4309-974(+)+chr3:189873170-189878690(+)+HPV:1367-3294,772-5343(+)	.	1	EXTRA
E20_EXTRA_F	chr3	163137594	651	11405	HPV16REF|lcl|Human	HPV:7029-2929,4571-236(-)+LIT:5+HPV:6663-663,6689-896(+)	.	1	EXTRA
E21_EXTRA_UD2	chr3	146257083	0	85842	HPV16REF|lcl|Human	HPV:223-3328(+)+chr3:146245066-146256083(+)+HPV:3734-3916(+)+HPV:5937-1136(+)+chr3:146245066-146256083(+)+HPV:77-259(+)+HPV:3192-6297(+)+chr3:146245066-146256083(+)+HPV:3199-3381(+)+HPV:5356-555(+)+chr3:146245066-146256083(+)+HPV:3824-4006(+)+HPV:4557-7662(+)+chr3:146245066-146256083(+)+HPV:7156-7338(+)+HPV:7878-3077(+)+chr3:146245066-146256083(+)+HPV:7263-7445(+)	.	1	EXTRA
E22_EXTRA_E	chr3	141401612	0	26016	HPV16REF|lcl|Human	HPV:2843-4816(+)+chr3:141395092-141400612(+)+HPV:5225-7152,388-4959(+)+chr3:141395092-141400612(+)+HPV:4688-6615,4855-1520(+)	.	1	EXTRA
E23_EXTRA_F	chr3	93470597	651	11405	HPV16REF|lcl|Human	HPV:334-4140,5724-1389(-)+LIT:5+HPV:5153-7059,5225-7338(+)	.	1	EXTRA
E24_EXTRA_UD2	chr3	82226566	0	85842	HPV16REF|lcl|Human	HPV:73-3178(+)+chr3:82214549-82225566(+)+HPV:65-247(+)+HPV:1794-4899(+)+chr3:82214549-82225566(+)+HPV:6329-6511(+)+HPV:4641-7746(+)+chr3:82214549-82225566(+)+HPV:5433-5615(+)+HPV:360-3465(+)+chr3:82214549-82225566(+)+HPV:6641-6823(+)+HPV:618-3723(+)+chr3:82214549-82225566(+)+HPV:3705-3887(+)+HPV:5013-212(+)+chr3:82214549-82225566(+)+HPV:713-895(+)	.	1	EXTRA
E25_RAND99_E	chr3	82017057	0	26016	HPV16REF|lcl|Human	HPV:4357-6330(+)+chr3:82010537-82016057(+)+HPV:2930-4857,133-4704(+)+chr3:82010537-82016057(+)+HPV:4976-6903,6198-2863(+)	.	1	RAND99
E26_EXTRA_F	chr3	81992132	651	11405	HPV16REF|lcl|Human	HPV:4050-7856,366-3937(-)+LIT:5+HPV:5815-7721,1129-3242(+)	.	1	EXTRA
E27_EXTRA_UD2	chr3	81785783	0	85842	HPV16REF|lcl|Human	HPV:3672-6777(+)+chr3:81773766-81784783(+)+HPV:6097-6279(+)+HPV:5642-841(+)+chr3:81773766-81784783(+)+HPV:6280-6462(+)+HPV:3413-6518(+)+chr3:81773766-81784783(+)+HPV:1308-1490(+)+HPV:6399-1598(+)+chr3:81773766-81784783(+)+HPV:6858-7040(+)+HPV:3996-7101(+)+chr3:81773766-81784783(+)+HPV:1522-1704(+)+HPV:4948-147(+)+chr3:81773766-81784783(+)+HPV:4896-5078(+)	.	1	EXTRA
E28_EXTRA_E	chr3	51543376	0	26016	HPV16REF|lcl|Human	HPV:6225-292(+)+chr3:51536856-51542376(+)+HPV:976-2903,4449-1114(+)+chr3:51536856-51542376(+)+HPV:5546-7473,2431-7002(+)	.	1	EXTRA
E29_EXTRA_F	chr3	51533589	651	11405	HPV16REF|lcl|Human	HPV:5349-1249,2723-6294(-)+LIT:5+HPV:2053-3959,493-2606(+)	.	1	EXTRA
E30_EXTRA_UD2	chr3	51527285	0	85842	HPV16REF|lcl|Human	HPV:5061-260(+)+chr3:51515268-51526285(+)+HPV:6757-6939(+)+HPV:294-3399(+)+chr3:51515268-51526285(+)+HPV:446-628(+)+HPV:5329-528(+)+chr3:51515268-51526285(+)+HPV:492-674(+)+HPV:3940-7045(+)+chr3:51515268-51526285(+)+HPV:813-995(+)+HPV:794-3899(+)+chr3:51515268-51526285(+)+HPV:4903-5085(+)+HPV:4290-7395(+)+chr3:51515268-51526285(+)+HPV:720-902(+)	.	1	EXTRA
E31_EXTRA_E	chr3	51512714	0	26016	HPV16REF|lcl|Human	HPV:507-2480(+)+chr3:51506194-51511714(+)+HPV:638-2565,6158-2823(+)+chr3:51506194-51511714(+)+HPV:889-2816,2739-7310(+)	.	1	EXTRA
E32_EXTRA_F	chr3	51502997	651	11405	HPV16REF|lcl|Human	HPV:519-4325,7622-3287(-)+LIT:5+HPV:1236-3142,6495-702(+)	.	1	EXTRA
E33_RAND96_UD2	chr3	16842742	0	85842	HPV16REF|lcl|Human	HPV:3904-7009(+)+chr3:16830725-16841742(+)+HPV:540-722(+)+HPV:2523-5628(+)+chr3:16830725-16841742(+)+HPV:453-635(+)+HPV:5283-482(+)+chr3:16830725-16841742(+)+HPV:4174-4356(+)+HPV:220-3325(+)+chr3:16830725-16841742(+)+HPV:6964-7146(+)+HPV:67-3172(+)+chr3:16830725-16841742(+)+HPV:262-444(+)+HPV:3468-6573(+)+chr3:16830725-16841742(+)+HPV:6284-6466(+)	.	1	RAND96
E34_RAND95_E	chr3	7420804	0	26016	HPV16REF|lcl|Human	HPV:3614-5587(+)+chr3:7414284-7419804(+)+HPV:1303-3230,5497-2162(+)+chr3:7414284-7419804(+)+HPV:4124-6051,6835-3500(+)	.	1	RAND95
E35_RAND92_F	chr4	167562060	651	11405	HPV16REF|lcl|Human	HPV:5473-1373,6100-1765(-)+LIT:5+HPV:6378-378,4863-6976(+)	.	1	RAND92
E36_EXTRA_UD2	chr4	147855664	0	85842	HPV16REF|lcl|Human	HPV:596-3701(+)+chr4:147843647-147854664(+)+HPV:7374-7556(+)+HPV:3469-6574(+)+chr4:147843647-147854664(+)+HPV:3882-4064(+)+HPV:5707-906(+)+chr4:147843647-147854664(+)+HPV:4845-5027(+)+HPV:3387-6492(+)+chr4:147843647-147854664(+)+HPV:6552-6734(+)+HPV:6474-1673(+)+chr4:147843647-147854664(+)+HPV:2916-3098(+)+HPV:5983-1182(+)+chr4:147843647-147854664(+)+HPV:365-547(+)	.	1	EXTRA
E37_EXTRA_E	chr4	103351588	0	26016	HPV16REF|lcl|Human	HPV:6215-282(+)+chr4:103345068-103350588(+)+HPV:4427-6354,4150-815(+)+chr4:103345068-103350588(+)+HPV:5575-7502,7224-3889(+)	.	1	EXTRA
E38_RAND98_F	chr5	163616290	651	11405	HPV16REF|lcl|Human	HPV:4-3810,1521-5092(-)+LIT:5+HPV:1495-3401,6546-753(+)	.	1	RAND98
E39_EXTRA_UD2	chr5	124471917	0	85842	HPV16REF|lcl|Human	HPV:63-3168(+)+chr5:124459900-124470917(+)+HPV:4546-4728(+)+HPV:5808-1007(+)+chr5:124459900-124470917(+)+HPV:796-978(+)+HPV:5022-221(+)+chr5:124459900-124470917(+)+HPV:6020-6202(+)+HPV:6506-1705(+)+chr5:124459900-124470917(+)+HPV:7618-7800(+)+HPV:118-3223(+)+chr5:124459900-124470917(+)+HPV:5839-6021(+)+HPV:2366-5471(+)+chr5:124459900-124470917(+)+HPV:515-697(+)	.	1	EXTRA
E40_EXTRA_E	chr6	79484344	0	26016	HPV16REF|lcl|Human	HPV:4805-6778(+)+chr6:79477824-79483344(+)+HPV:5545-7472,7583-4248(+)+chr6:79477824-79483344(+)+HPV:309-2236,4511-1176(+)	.	1	EXTRA
E41_EXTRA_F	chr6	37175775	651	11405	HPV16REF|lcl|Human	HPV:1809-5615,180-3751(-)+LIT:5+HPV:4939-6845,10-2123(+)	.	1	EXTRA
E42_EXTRA_UD2	chr6	37167442	0	85842	HPV16REF|lcl|Human	HPV:3872-6977(+)+chr6:37155425-37166442(+)+HPV:2625-2807(+)+HPV:3214-6319(+)+chr6:37155425-37166442(+)+HPV:2495-2677(+)+HPV:3761-6866(+)+chr6:37155425-37166442(+)+HPV:2438-2620(+)+HPV:5642-841(+)+chr6:37155425-37166442(+)+HPV:7343-7525(+)+HPV:1216-4321(+)+chr6:37155425-37166442(+)+HPV:481-663(+)+HPV:5373-572(+)+chr6:37155425-37166442(+)+HPV:4719-4901(+)	.	1	EXTRA
E43_EXTRA_E	chr6	37161250	0	26016	HPV16REF|lcl|Human	HPV:709-2682(+)+chr6:37154730-37160250(+)+HPV:7791-1812,7801-4466(+)+chr6:37154730-37160250(+)+HPV:5546-7473,642-5213(+)	.	1	EXTRA
E44_EXTRA_F	chr6	36910796	651	11405	HPV16REF|lcl|Human	HPV:522-4328,6777-2442(-)+LIT:5+HPV:7633-1633,21-2134(+)	.	1	EXTRA
E45_EXTRA_UD2	chr7	83120494	0	85842	HPV16REF|lcl|Human	HPV:3107-6212(+)+chr7:83108477-83119494(+)+HPV:2487-2669(+)+HPV:2144-5249(+)+chr7:83108477-83119494(+)+HPV:3189-3371(+)+HPV:475-3580(+)+chr7:83108477-83119494(+)+HPV:146-328(+)+HPV:566-3671(+)+chr7:83108477-83119494(+)+HPV:178-360(+)+HPV:541-3646(+)+chr7:83108477-83119494(+)+HPV:6237-6419(+)+HPV:438-3543(+)+chr7:83108477-83119494(+)+HPV:5201-5383(+)	.	1	EXTRA
E46_EXTRA_E	chr8	122107037	0	26016	HPV16REF|lcl|Human	HPV:524-2497(+)+chr8:122100517-122106037(+)+HPV:7458-1479,4693-1358(+)+chr8:122100517-122106037(+)+HPV:773-2700,610-5181(+)	.	1	EXTRA
E47_EXTRA_F	chr8	52372259	651	11405	HPV16REF|lcl|Human	HPV:414-4220,5211-876(-)+LIT:5+HPV:4563-6469,7603-1810(+)	.	1	EXTRA
E48_EXTRA_UD2	chr8	46619611	0	85842	HPV16REF|lcl|Human	HPV:226-3331(+)+chr8:46607594-46618611(+)+HPV:7699-7881(+)+HPV:605-3710(+)+chr8:46607594-46618611(+)+HPV:4935-5117(+)+HPV:5158-357(+)+chr8:46607594-46618611(+)+HPV:45-227(+)+HPV:5005-204(+)+chr8:46607594-46618611(+)+HPV:5013-5195(+)+HPV:6001-1200(+)+chr8:46607594-46618611(+)+HPV:3783-3965(+)+HPV:6047-1246(+)+chr8:46607594-46618611(+)+HPV:4760-4942(+)	.	1	EXTRA
E49_EXTRA_E	chr8	33292629	0	26016	HPV16REF|lcl|Human	HPV:430-2403(+)+chr8:33286109-33291629(+)+HPV:6316-337,429-5000(+)+chr8:33286109-33291629(+)+HPV:7471-1492,5721-2386(+)	.	1	EXTRA
E50_EXTRA_F	chr9	128338917	651	11405	HPV16REF|lcl|Human	HPV:283-4089,4732-397(-)+LIT:5+HPV:241-2147,6117-324(+)	.	1	EXTRA
E51_EXTRA_UD2	chr9	116921587	0	85842	HPV16REF|lcl|Human	HPV:522-3627(+)+chr9:116909570-116920587(+)+HPV:2271-2453(+)+HPV:3131-6236(+)+chr9:116909570-116920587(+)+HPV:6669-6851(+)+HPV:6865-2064(+)+chr9:116909570-116920587(+)+HPV:3721-3903(+)+HPV:2250-5355(+)+chr9:116909570-116920587(+)+HPV:5356-5538(+)+HPV:647-3752(+)+chr9:116909570-116920587(+)+HPV:5758-5940(+)+HPV:4636-7741(+)+chr9:116909570-116920587(+)+HPV:5868-6050(+)	.	1	EXTRA
E52_EXTRA_E	chr9	99956760	0	26016	HPV16REF|lcl|Human	HPV:5975-42(+)+chr9:99950240-99955760(+)+HPV:7804-1825,7883-4548(+)+chr9:99950240-99955760(+)+HPV:721-2648,741-5312(+)	.	1	EXTRA
E53_EXTRA_F	chr9	97952091	651	11405	HPV16REF|lcl|Human	HPV:5504-1404,7473-3138(-)+LIT:5+HPV:7459-1459,7602-1809(+)	.	1	EXTRA
E54_EXTRA_UD2	chr9	97945714	0	85842	HPV16REF|lcl|Human	HPV:5189-388(+)+chr9:97933697-97944714(+)+HPV:255-437(+)+HPV:4173-7278(+)+chr9:97933697-97944714(+)+HPV:69-251(+)+HPV:3895-7000(+)+chr9:97933697-97944714(+)+HPV:1151-1333(+)+HPV:6567-1766(+)+chr9:97933697-97944714(+)+HPV:327-509(+)+HPV:634-3739(+)+chr9:97933697-97944714(+)+HPV:402-584(+)+HPV:881-3986(+)+chr9:97933697-97944714(+)+HPV:4113-4295(+)	.	1	EXTRA
E55_EXTRA_E	chr9	97942781	0	26016	HPV16REF|lcl|Human	HPV:752-2725(+)+chr9:97936261-97941781(+)+HPV:4360-6287,4667-1332(+)+chr9:97936261-97941781(+)+HPV:4055-5982,753-5324(+)	.	1	EXTRA
E56_EXTRA_F	chr9	97940224	651	11405	HPV16REF|lcl|Human	HPV:7673-3573,5650-1315(-)+LIT:5+HPV:5832-7738,3906-6019(+)	.	1	EXTRA
E57_EXTRA_UD2	chr9	97914603	0	85842	HPV16REF|lcl|Human	HPV:7254-2453(+)+chr9:97902586-97913603(+)+HPV:607-789(+)+HPV:4415-7520(+)+chr9:97902586-97913603(+)+HPV:4078-4260(+)+HPV:387-3492(+)+chr9:97902586-97913603(+)+HPV:7116-7298(+)+HPV:7575-2774(+)+chr9:97902586-97913603(+)+HPV:6414-6596(+)+HPV:3993-7098(+)+chr9:97902586-97913603(+)+HPV:566-748(+)+HPV:1821-4926(+)+chr9:97902586-97913603(+)+HPV:3866-4048(+)	.	1	EXTRA
E58_EXTRA_E	chr9	97908821	0	26016	HPV16REF|lcl|Human	HPV:4602-6575(+)+chr9:97902301-97907821(+)+HPV:648-2575,4523-1188(+)+chr9:97902301-97907821(+)+HPV:4437-6364,3977-642(+)	.	1	EXTRA
E59_EXTRA_F	chr9	97901339	651	11405	HPV16REF|lcl|Human	HPV:5345-1245,329-3900(-)+LIT:5+HPV:4507-6413,7624-1831(+)	.	1	EXTRA
E60_EXTRA_UD2	chr9	97891262	0	85842	HPV16REF|lcl|Human	HPV:7547-2746(+)+chr9:97879245-97890262(+)+HPV:6677-6859(+)+HPV:7527-2726(+)+chr9:97879245-97890262(+)+HPV:1677-1859(+)+HPV:6148-1347(+)+chr9:97879245-97890262(+)+HPV:3899-4081(+)+HPV:3393-6498(+)+chr9:97879245-97890262(+)+HPV:2361-2543(+)+HPV:4636-7741(+)+chr9:97879245-97890262(+)+HPV:6189-6371(+)+HPV:1513-4618(+)+chr9:97879245-97890262(+)+HPV:765-947(+)	.	1	EXTRA
E61_EXTRA_E	chr9	97869989	0	26016	HPV16REF|lcl|Human	HPV:725-2698(+)+chr9:97863469-97868989(+)+HPV:4198-6125,7803-4468(+)+chr9:97863469-97868989(+)+HPV:19-1946,7149-3814(+)	.	1	EXTRA
E62_EXTRA_F	chr9	97860564	651	11405	HPV16REF|lcl|Human	HPV:6828-2728,740-4311(-)+LIT:5+HPV:6164-164,50-2163(+)	.	1	EXTRA
E63_EXTRA_UD2	chr9	97857784	0	85842	HPV16REF|lcl|Human	HPV:4725-7830(+)+chr9:97845767-97856784(+)+HPV:6334-6516(+)+HPV:3356-6461(+)+chr9:97845767-97856784(+)+HPV:2986-3168(+)+HPV:620-3725(+)+chr9:97845767-97856784(+)+HPV:6847-7029(+)+HPV:858-3963(+)+chr9:97845767-97856784(+)+HPV:763-945(+)+HPV:4278-7383(+)+chr9:97845767-97856784(+)+HPV:2896-3078(+)+HPV:7184-2383(+)+chr9:97845767-97856784(+)+HPV:4675-4857(+)	.	1	EXTRA
E64_EXTRA_E	chr9	97833766	0	26016	HPV16REF|lcl|Human	HPV:5009-6982(+)+chr9:97827246-97832766(+)+HPV:6608-629,4642-1307(+)+chr9:97827246-97832766(+)+HPV:193-2120,5089-1754(+)	.	1	EXTRA
E65_EXTRA_F	chr9	97813335	651	11405	HPV16REF|lcl|Human	HPV:1157-4963,3663-7234(-)+LIT:5+HPV:635-2541,4406-6519(+)	.	1	EXTRA
E66_EXTRA_UD2	chr9	26645008	0	85842	HPV16REF|lcl|Human	HPV:402-3507(+)+chr9:26632991-26644008(+)+HPV:4606-4788(+)+HPV:2115-5220(+)+chr9:26632991-26644008(+)+HPV:51-233(+)+HPV:830-3935(+)+chr9:26632991-26644008(+)+HPV:6710-6892(+)+HPV:6003-1202(+)+chr9:26632991-26644008(+)+HPV:333-515(+)+HPV:5016-215(+)+chr9:26632991-26644008(+)+HPV:5078-5260(+)+HPV:3249-6354(+)+chr9:26632991-26644008(+)+HPV:35-217(+)	.	1	EXTRA
E67_EXTRA_E	chr10	43440220	0	26016	HPV16REF|lcl|Human	HPV:475-2448(+)+chr10:43433700-43439220(+)+HPV:2838-4765,4553-1218(+)+chr10:43433700-43439220(+)+HPV:4686-6613,7792-4457(+)	.	1	EXTRA
E68_EXTRA_F	chr10	5092886	651	11405	HPV16REF|lcl|Human	HPV:3936-7742,5712-1377(-)+LIT:5+HPV:4193-6099,4034-6147(+)	.	1	EXTRA
E69_EXTRA_UD2	chr11	131789342	0	85842	HPV16REF|lcl|Human	HPV:5164-363(+)+chr11:131777325-131788342(+)+HPV:148-330(+)+HPV:103-3208(+)+chr11:131777325-131788342(+)+HPV:3712-3894(+)+HPV:3089-6194(+)+chr11:131777325-131788342(+)+HPV:7393-7575(+)+HPV:5857-1056(+)+chr11:131777325-131788342(+)+HPV:3514-3696(+)+HPV:7590-2789(+)+chr11:131777325-131788342(+)+HPV:4968-5150(+)+HPV:320-3425(+)+chr11:131777325-131788342(+)+HPV:6270-6452(+)	.	1	EXTRA
E70_EXTRA_E	chr11	107488160	0	26016	HPV16REF|lcl|Human	HPV:6594-661(+)+chr11:107481640-107487160(+)+HPV:3930-5857,7065-3730(+)+chr11:107481640-107487160(+)+HPV:111-2038,4309-974(+)	.	1	EXTRA
E71_EXTRA_F	chr11	70283619	651	11405	HPV16REF|lcl|Human	HPV:6506-2406,5047-712(-)+LIT:5+HPV:6691-691,5351-7464(+)	.	1	EXTRA
E72_EXTRA_UD2	chr11	70269302	0	85842	HPV16REF|lcl|Human	HPV:5807-1006(+)+chr11:70257285-70268302(+)+HPV:700-882(+)+HPV:6936-2135(+)+chr11:70257285-70268302(+)+HPV:5924-6106(+)+HPV:3904-7009(+)+chr11:70257285-70268302(+)+HPV:6881-7063(+)+HPV:4342-7447(+)+chr11:70257285-70268302(+)+HPV:205-387(+)+HPV:5312-511(+)+chr11:70257285-70268302(+)+HPV:5193-5375(+)+HPV:4631-7736(+)+chr11:70257285-70268302(+)+HPV:1999-2181(+)	.	1	EXTRA
E73_EXTRA_E	chr11	38609871	0	26016	HPV16REF|lcl|Human	HPV:5086-7059(+)+chr11:38603351-38608871(+)+HPV:7063-1084,7075-3740(+)+chr11:38603351-38608871(+)+HPV:7904-1925,4688-1353(+)	.	1	EXTRA
E74_EXTRA_F	chr11	19907776	651	11405	HPV16REF|lcl|Human	HPV:24-3830,6353-2018(-)+LIT:5+HPV:7764-1764,1715-3828(+)	.	1	EXTRA
E75_EXTRA_UD2	chr12	124889086	0	85842	HPV16REF|lcl|Human	HPV:6584-1783(+)+chr12:124877069-124888086(+)+HPV:6072-6254(+)+HPV:6140-1339(+)+chr12:124877069-124888086(+)+HPV:4634-4816(+)+HPV:2622-5727(+)+chr12:124877069-124888086(+)+HPV:1320-1502(+)+HPV:1175-4280(+)+chr12:124877069-124888086(+)+HPV:4678-4860(+)+HPV:1733-4838(+)+chr12:124877069-124888086(+)+HPV:6152-6334(+)+HPV:6642-1841(+)+chr12:124877069-124888086(+)+HPV:3174-3356(+)	.	1	EXTRA
E76_EXTRA_E	chr12	98557895	0	26016	HPV16REF|lcl|Human	HPV:5502-7475(+)+chr12:98551375-98556895(+)+HPV:556-2483,4043-708(+)+chr12:98551375-98556895(+)+HPV:6-1933,4626-1291(+)	.	1	EXTRA
E77_EXTRA_F	chr12	66057678	651	11405	HPV16REF|lcl|Human	HPV:7829-3729,471-4042(-)+LIT:5+HPV:7601-1601,804-2917(+)	.	1	EXTRA
E78_EXTRA_UD2	chr13	85257545	0	85842	HPV16REF|lcl|Human	HPV:2223-5328(+)+chr13:85245528-85256545(+)+HPV:4631-4813(+)+HPV:2844-5949(+)+chr13:85245528-85256545(+)+HPV:509-691(+)+HPV:318-3423(+)+chr13:85245528-85256545(+)+HPV:6746-6928(+)+HPV:5200-399(+)+chr13:85245528-85256545(+)+HPV:4195-4377(+)+HPV:1412-4517(+)+chr13:85245528-85256545(+)+HPV:6522-6704(+)+HPV:580-3685(+)+chr13:85245528-85256545(+)+HPV:5509-5691(+)	.	1	EXTRA
E79_EXTRA_E	chr13	73257354	0	26016	HPV16REF|lcl|Human	HPV:2250-4223(+)+chr13:73250834-73256354(+)+HPV:4292-6219,2338-6909(+)+chr13:73250834-73256354(+)+HPV:151-2078,5891-2556(+)	.	1	EXTRA
E80_RAND100_F	chr15	79715726	651	11405	HPV16REF|lcl|Human	HPV:4726-626,2462-6033(-)+LIT:5+HPV:6159-159,7112-1319(+)	.	1	RAND100
E81_EXTRA_UD2	chr15	31335186	0	85842	HPV16REF|lcl|Human	HPV:7574-2773(+)+chr15:31323169-31334186(+)+HPV:3481-3663(+)+HPV:7669-2868(+)+chr15:31323169-31334186(+)+HPV:3016-3198(+)+HPV:807-3912(+)+chr15:31323169-31334186(+)+HPV:6480-6662(+)+HPV:3568-6673(+)+chr15:31323169-31334186(+)+HPV:5465-5647(+)+HPV:7066-2265(+)+chr15:31323169-31334186(+)+HPV:6853-7035(+)+HPV:6742-1941(+)+chr15:31323169-31334186(+)+HPV:6564-6746(+)	.	1	EXTRA
E82_RAND93_E	chr16	27320810	0	26016	HPV16REF|lcl|Human	HPV:1238-3211(+)+chr16:27314290-27319810(+)+HPV:1959-3886,1331-5902(+)+chr16:27314290-27319810(+)+HPV:7487-1508,649-5220(+)	.	1	RAND93
