event_id	chrom	host_pos	del_len	ins_len	hpv_ref	hpv_path	hpv_strand	copies	source
E35_RAND75_A	chr3	74883226	0	4587	HPV16REF|lcl|Human	HPV:1706-6292(+)	.	1	RAND75
E36_RAND25_B	chr3	66334635	134237	5974	HPV16REF|lcl|Human	HPV:5305-7906,1-3372(-)	.	1	RAND25
E37_RAND77_A	chr3	65011016	0	4587	HPV16REF|lcl|Human	HPV:1706-6292(+)	.	1	RAND77
E38_RAND80_B	chr3	31906110	134237	5974	HPV16REF|lcl|Human	HPV:5305-7906,1-3372(-)	.	1	RAND80
E39_RAND43_A	chr3	18635620	0	4587	HPV16REF|lcl|Human	HPV:1706-6292(+)	.	1	RAND43
E40_RAND73_B	chr4	159267478	134237	5974	HPV16REF|lcl|Human	HPV:5305-7906,1-3372(-)	.	1	RAND73
E41_RAND46_A	chr4	155307737	0	4587	HPV16REF|lcl|Human	HPV:1706-6292(+)	.	1	RAND46
E42_RAND45_B	chr4	149497876	134237	5974	HPV16REF|lcl|Human	HPV:5305-7906,1-3372(-)	.	1	RAND45
E43_RAND27_A	chr4	117620861	0	4587	HPV16REF|lcl|Human	HPV:1706-6292(+)	.	1	RAND27
E44_lowgc_B	chr4	103351588	134237	5974	HPV16REF|lcl|Human	HPV:5305-7906,1-3372(-)	.	1	lowgc
E45_RAND82_A	chr4	91376614	0	4587	HPV16REF|lcl|Human	HPV:1706-6292(+)	.	1	RAND82
E46_RAND65_B	chr4	58928008	134237	5974	HPV16REF|lcl|Human	HPV:5305-7906,1-3372(-)	.	1	RAND65
E47_RAND28_A	chr6	156364826	0	4587	HPV16REF|lcl|Human	HPV:1706-6292(+)	.	1	RAND28
E48_RAND83_B	chr6	131082807	134237	5974	HPV16REF|lcl|Human	HPV:5305-7906,1-3372(-)	.	1	RAND83
E49_RAND31_A	chr6	104269538	0	4587	HPV16REF|lcl|Human	HPV:1706-6292(+)	.	1	RAND31
E50_RAND37_B	chr6	93381568	134237	5974	HPV16REF|lcl|Human	HPV:5305-7906,1-3372(-)	.	1	RAND37
E51_RAND47_A	chr6	88207763	0	4587	HPV16REF|lcl|Human	HPV:1706-6292(+)	.	1	RAND47
E52_SINE_B	chr6	79484344	134237	5974	HPV16REF|lcl|Human	HPV:5305-7906,1-3372(-)	.	1	SINE
E53_SINE_A	chr6	37176440	0	4587	HPV16REF|lcl|Human	HPV:1706-6292(+)	.	1	SINE
E54_SINE_B	chr6	36910796	134237	5974	HPV16REF|lcl|Human	HPV:5305-7906,1-3372(-)	.	1	SINE
E55_RAND76_A	chr6	14355044	0	4587	HPV16REF|lcl|Human	HPV:1706-6292(+)	.	1	RAND76
E56_RAND30_B	chr7	157309408	134237	5974	HPV16REF|lcl|Human	HPV:5305-7906,1-3372(-)	.	1	RAND30
E57_RAND29_A	chr7	130770202	0	4587	HPV16REF|lcl|Human	HPV:1706-6292(+)	.	1	RAND29
E58_RAND57_B	chr7	124268593	134237	5974	HPV16REF|lcl|Human	HPV:5305-7906,1-3372(-)	.	1	RAND57
E59_LINE_A	chr7	83120494	0	4587	HPV16REF|lcl|Human	HPV:1706-6292(+)	.	1	LINE
E60_RAND60_B	chr7	54641620	134237	5974	HPV16REF|lcl|Human	HPV:5305-7906,1-3372(-)	.	1	RAND60
E61_RAND79_A	chr7	44888657	0	4587	HPV16REF|lcl|Human	HPV:1706-6292(+)	.	1	RAND79
E62_RAND50_B	chr7	25425205	134237	5974	HPV16REF|lcl|Human	HPV:5305-7906,1-3372(-)	.	1	RAND50
E63_RAND53_A	chr7	20495736	0	4587	HPV16REF|lcl|Human	HPV:1706-6292(+)	.	1	RAND53
E64_RAND99_B	chr7	8531584	134237	5974	HPV16REF|lcl|Human	HPV:5305-7906,1-3372(-)	.	1	RAND99
E65_RAND32_A	chr7	2208853	0	4587	HPV16REF|lcl|Human	HPV:1706-6292(+)	.	1	RAND32
E66_RAND78_B	chr9	134177454	134237	5974	HPV16REF|lcl|Human	HPV:5305-7906,1-3372(-)	.	1	RAND78
E67_RAND49_A	chr9	130279742	0	4587	HPV16REF|lcl|Human	HPV:1706-6292(+)	.	1	RAND49
E68_RAND98_B	chr9	123527721	134237	5974	HPV16REF|lcl|Human	HPV:5305-7906,1-3372(-)	.	1	RAND98
E69_SINE_A	chr9	116921587	0	4587	HPV16REF|lcl|Human	HPV:1706-6292(+)	.	1	SINE
E70_RAND70_B	chr9	103450142	134237	5974	HPV16REF|lcl|Human	HPV:5305-7906,1-3372(-)	.	1	RAND70
E71_lowgc_A	chr9	99956760	0	4587	HPV16REF|lcl|Human	HPV:1706-6292(+)	.	1	lowgc
E72_LINE_B	chr9	97952091	134237	5974	HPV16REF|lcl|Human	HPV:5305-7906,1-3372(-)	.	1	LINE
E73_LINE_A	chr9	97813335	0	4587	HPV16REF|lcl|Human	HPV:1706-6292(+)	.	1	LINE
E74_RAND69_B	chr9	51722651	134237	5974	HPV16REF|lcl|Human	HPV:5305-7906,1-3372(-)	.	1	RAND69
E75_LINE_A	chr9	26645008	0	4587	HPV16REF|lcl|Human	HPV:1706-6292(+)	.	1	LINE
E76_RAND86_B	chr9	22301659	134237	5974	HPV16REF|lcl|Human	HPV:5305-7906,1-3372(-)	.	1	RAND86
E77_RAND36_A	chr9	2553267	0	4587	HPV16REF|lcl|Human	HPV:1706-6292(+)	.	1	RAND36
E78_RAND88_B	chr9	1300977	134237	5974	HPV16REF|lcl|Human	HPV:5305-7906,1-3372(-)	.	1	RAND88
E79_RAND87_A	chr11	134933109	0	4587	HPV16REF|lcl|Human	HPV:1706-6292(+)	.	1	RAND87
E80_LINE_B	chr11	131789342	134237	5974	HPV16REF|lcl|Human	HPV:5305-7906,1-3372(-)	.	1	LINE
E81_RAND26_A	chr11	125986603	0	4587	HPV16REF|lcl|Human	HPV:1706-6292(+)	.	1	RAND26
E82_RAND33_B	chr11	67955744	134237	5974	HPV16REF|lcl|Human	HPV:5305-7906,1-3372(-)	.	1	RAND33
E83_RAND94_A	chr11	7531898	0	4587	HPV16REF|lcl|Human	HPV:1706-6292(+)	.	1	RAND94
E84_RAND66_B	chr12	81808145	134237	5974	HPV16REF|lcl|Human	HPV:5305-7906,1-3372(-)	.	1	RAND66
E85_SINE_A	chr12	66057682	0	4587	HPV16REF|lcl|Human	HPV:1706-6292(+)	.	1	SINE
E86_RAND68_B	chr17	74543200	134237	5974	HPV16REF|lcl|Human	HPV:5305-7906,1-3372(-)	.	1	RAND68
E87_RAND97_A	chr17	72761897	0	4587	HPV16REF|lcl|Human	HPV:1706-6292(+)	.	1	RAND97
E88_RAND93_B	chr17	55999730	134237	5974	HPV16REF|lcl|Human	HPV:5305-7906,1-3372(-)	.	1	RAND93
E89_RAND56_A	chr17	41270854	0	4587	HPV16REF|lcl|Human	HPV:1706-6292(+)	.	1	RAND56
E90_RAND24_B	chr17	22296711	134237	5974	HPV16REF|lcl|Human	HPV:5305-7906,1-3372(-)	.	1	RAND24
E91_RAND39_A	chr17	21380272	0	4587	HPV16REF|lcl|Human	HPV:1706-6292(+)	.	1	RAND39
E92_RAND48_B	chr18	75492595	134237	5974	HPV16REF|lcl|Human	HPV:5305-7906,1-3372(-)	.	1	RAND48
E93_RAND54_A	chr18	72524587	0	4587	HPV16REF|lcl|Human	HPV:1706-6292(+)	.	1	RAND54
E94_RAND38_B	chr18	50983320	134237	5974	HPV16REF|lcl|Human	HPV:5305-7906,1-3372(-)	.	1	RAND38
E95_RAND81_A	chr18	23246186	0	4587	HPV16REF|lcl|Human	HPV:1706-6292(+)	.	1	RAND81
E96_LINE_B	chr18	22565190	134237	5974	HPV16REF|lcl|Human	HPV:5305-7906,1-3372(-)	.	1	LINE
E97_RAND63_A	chr18	19014455	0	4587	HPV16REF|lcl|Human	HPV:1706-6292(+)	.	1	RAND63
E98_RAND51_B	chr18	17566176	134237	5974	HPV16REF|lcl|Human	HPV:5305-7906,1-3372(-)	.	1	RAND51
E99_RAND44_A	chr18	3751553	0	4587	HPV16REF|lcl|Human	HPV:1706-6292(+)	.	1	RAND44
E100_RAND92_B	chr18	2156322	134237	5974	HPV16REF|lcl|Human	HPV:5305-7906,1-3372(-)	.	1	RAND92
