event_id	chrom	host_pos	del_len	ins_len	hpv_ref	hpv_path	hpv_strand	copies	source
E23_EXTRA_C	chr2	32916236	33063	9163	HPV16REF|lcl|Human	HPV:1471-7906,1-2727(+)	.	1	EXTRA
E24_RAND65_D	chr2	7420804	342	21142	HPV16REF|lcl|Human	HPV:5983-7906,1-7906,1-7906,1-3406(+)	.	1	RAND65
E25_RAND98_C	chr2	3117489	33063	9163	HPV16REF|lcl|Human	HPV:1471-7906,1-2727(+)	.	1	RAND98
E26_SINE_D	chr3	189879690	342	21142	HPV16REF|lcl|Human	HPV:5983-7906,1-7906,1-7906,1-3406(+)	.	1	SINE
E27_RAND75_C	chr3	157905982	33063	9163	HPV16REF|lcl|Human	HPV:1471-7906,1-2727(+)	.	1	RAND75
E28_RAND77_D	chr3	146232557	342	21142	HPV16REF|lcl|Human	HPV:5983-7906,1-7906,1-7906,1-3406(+)	.	1	RAND77
E29_EXTRA_C	chr3	141401612	33063	9163	HPV16REF|lcl|Human	HPV:1471-7906,1-2727(+)	.	1	EXTRA
E30_EXTRA_D	chr3	93470597	342	21142	HPV16REF|lcl|Human	HPV:5983-7906,1-7906,1-7906,1-3406(+)	.	1	EXTRA
E31_LINE_C	chr3	82226566	33063	9163	HPV16REF|lcl|Human	HPV:1471-7906,1-2727(+)	.	1	LINE
E32_LINE_D	chr3	81992132	342	21142	HPV16REF|lcl|Human	HPV:5983-7906,1-7906,1-7906,1-3406(+)	.	1	LINE
E33_EXTRA_C	chr3	81785783	33063	9163	HPV16REF|lcl|Human	HPV:1471-7906,1-2727(+)	.	1	EXTRA
E34_RAND55_D	chr3	76730725	342	21142	HPV16REF|lcl|Human	HPV:5983-7906,1-7906,1-7906,1-3406(+)	.	1	RAND55
E35_RAND78_C	chr3	74883226	33063	9163	HPV16REF|lcl|Human	HPV:1471-7906,1-2727(+)	.	1	RAND78
E36_RAND27_D	chr3	66334635	342	21142	HPV16REF|lcl|Human	HPV:5983-7906,1-7906,1-7906,1-3406(+)	.	1	RAND27
E37_RAND80_C	chr3	65011016	33063	9163	HPV16REF|lcl|Human	HPV:1471-7906,1-2727(+)	.	1	RAND80
E38_RAND83_D	chr3	31906110	342	21142	HPV16REF|lcl|Human	HPV:5983-7906,1-7906,1-7906,1-3406(+)	.	1	RAND83
E39_RAND45_C	chr3	18635620	33063	9163	HPV16REF|lcl|Human	HPV:1471-7906,1-2727(+)	.	1	RAND45
E40_RAND76_D	chr4	159267478	342	21142	HPV16REF|lcl|Human	HPV:5983-7906,1-7906,1-7906,1-3406(+)	.	1	RAND76
E41_RAND48_C	chr4	155307737	33063	9163	HPV16REF|lcl|Human	HPV:1471-7906,1-2727(+)	.	1	RAND48
E42_RAND47_D	chr4	149497876	342	21142	HPV16REF|lcl|Human	HPV:5983-7906,1-7906,1-7906,1-3406(+)	.	1	RAND47
E43_RAND29_C	chr4	117620861	33063	9163	HPV16REF|lcl|Human	HPV:1471-7906,1-2727(+)	.	1	RAND29
E44_lowgc_D	chr4	103351588	342	21142	HPV16REF|lcl|Human	HPV:5983-7906,1-7906,1-7906,1-3406(+)	.	1	lowgc
E45_RAND85_C	chr4	91376614	33063	9163	HPV16REF|lcl|Human	HPV:1471-7906,1-2727(+)	.	1	RAND85
E46_RAND68_D	chr4	58928008	342	21142	HPV16REF|lcl|Human	HPV:5983-7906,1-7906,1-7906,1-3406(+)	.	1	RAND68
E47_RAND30_C	chr6	156364826	33063	9163	HPV16REF|lcl|Human	HPV:1471-7906,1-2727(+)	.	1	RAND30
E48_RAND86_D	chr6	131082807	342	21142	HPV16REF|lcl|Human	HPV:5983-7906,1-7906,1-7906,1-3406(+)	.	1	RAND86
E49_RAND33_C	chr6	104269538	33063	9163	HPV16REF|lcl|Human	HPV:1471-7906,1-2727(+)	.	1	RAND33
E50_RAND39_D	chr6	93381568	342	21142	HPV16REF|lcl|Human	HPV:5983-7906,1-7906,1-7906,1-3406(+)	.	1	RAND39
E51_RAND50_C	chr6	88207763	33063	9163	HPV16REF|lcl|Human	HPV:1471-7906,1-2727(+)	.	1	RAND50
E52_SINE_D	chr6	79484344	342	21142	HPV16REF|lcl|Human	HPV:5983-7906,1-7906,1-7906,1-3406(+)	.	1	SINE
E53_SINE_C	chr6	37176440	33063	9163	HPV16REF|lcl|Human	HPV:1471-7906,1-2727(+)	.	1	SINE
E54_SINE_D	chr6	36910796	342	21142	HPV16REF|lcl|Human	HPV:5983-7906,1-7906,1-7906,1-3406(+)	.	1	SINE
E55_RAND79_C	chr6	14355044	33063	9163	HPV16REF|lcl|Human	HPV:1471-7906,1-2727(+)	.	1	RAND79
E56_RAND32_D	chr7	157309408	342	21142	HPV16REF|lcl|Human	HPV:5983-7906,1-7906,1-7906,1-3406(+)	.	1	RAND32
E57_RAND31_C	chr7	130770202	33063	9163	HPV16REF|lcl|Human	HPV:1471-7906,1-2727(+)	.	1	RAND31
E58_RAND60_D	chr7	124268593	342	21142	HPV16REF|lcl|Human	HPV:5983-7906,1-7906,1-7906,1-3406(+)	.	1	RAND60
E59_LINE_C	chr7	83120494	33063	9163	HPV16REF|lcl|Human	HPV:1471-7906,1-2727(+)	.	1	LINE
E60_RAND63_D	chr7	54641620	342	21142	HPV16REF|lcl|Human	HPV:5983-7906,1-7906,1-7906,1-3406(+)	.	1	RAND63
E61_RAND82_C	chr7	44888657	33063	9163	HPV16REF|lcl|Human	HPV:1471-7906,1-2727(+)	.	1	RAND82
E62_RAND53_D	chr7	25425205	342	21142	HPV16REF|lcl|Human	HPV:5983-7906,1-7906,1-7906,1-3406(+)	.	1	RAND53
E63_RAND56_C	chr7	20495736	33063	9163	HPV16REF|lcl|Human	HPV:1471-7906,1-2727(+)	.	1	RAND56
E64_RAND34_D	chr7	2208853	342	21142	HPV16REF|lcl|Human	HPV:5983-7906,1-7906,1-7906,1-3406(+)	.	1	RAND34
E65_RAND81_C	chr9	134177454	33063	9163	HPV16REF|lcl|Human	HPV:1471-7906,1-2727(+)	.	1	RAND81
E66_RAND52_D	chr9	130279742	342	21142	HPV16REF|lcl|Human	HPV:5983-7906,1-7906,1-7906,1-3406(+)	.	1	RAND52
E67_SINE_C	chr9	116921587	33063	9163	HPV16REF|lcl|Human	HPV:1471-7906,1-2727(+)	.	1	SINE
E68_RAND73_D	chr9	103450142	342	21142	HPV16REF|lcl|Human	HPV:5983-7906,1-7906,1-7906,1-3406(+)	.	1	RAND73
E69_lowgc_C	chr9	99956760	33063	9163	HPV16REF|lcl|Human	HPV:1471-7906,1-2727(+)	.	1	lowgc
E70_LINE_D	chr9	97952091	342	21142	HPV16REF|lcl|Human	HPV:5983-7906,1-7906,1-7906,1-3406(+)	.	1	LINE
E71_LINE_C	chr9	97902954	33063	9163	HPV16REF|lcl|Human	HPV:1471-7906,1-2727(+)	.	1	LINE
E72_EXTRA_D	chr9	97860564	342	21142	HPV16REF|lcl|Human	HPV:5983-7906,1-7906,1-7906,1-3406(+)	.	1	EXTRA
E73_LINE_C	chr9	97813335	33063	9163	HPV16REF|lcl|Human	HPV:1471-7906,1-2727(+)	.	1	LINE
E74_RAND72_D	chr9	51722651	342	21142	HPV16REF|lcl|Human	HPV:5983-7906,1-7906,1-7906,1-3406(+)	.	1	RAND72
E75_LINE_C	chr9	26645008	33063	9163	HPV16REF|lcl|Human	HPV:1471-7906,1-2727(+)	.	1	LINE
E76_RAND89_D	chr9	22301659	342	21142	HPV16REF|lcl|Human	HPV:5983-7906,1-7906,1-7906,1-3406(+)	.	1	RAND89
E77_RAND38_C	chr9	2553267	33063	9163	HPV16REF|lcl|Human	HPV:1471-7906,1-2727(+)	.	1	RAND38
E78_RAND91_D	chr9	1300977	342	21142	HPV16REF|lcl|Human	HPV:5983-7906,1-7906,1-7906,1-3406(+)	.	1	RAND91
E79_RAND90_C	chr11	134933109	33063	9163	HPV16REF|lcl|Human	HPV:1471-7906,1-2727(+)	.	1	RAND90
E80_LINE_D	chr11	131789342	342	21142	HPV16REF|lcl|Human	HPV:5983-7906,1-7906,1-7906,1-3406(+)	.	1	LINE
E81_RAND28_C	chr11	125986603	33063	9163	HPV16REF|lcl|Human	HPV:1471-7906,1-2727(+)	.	1	RAND28
E82_RAND35_D	chr11	67955744	342	21142	HPV16REF|lcl|Human	HPV:5983-7906,1-7906,1-7906,1-3406(+)	.	1	RAND35
E83_RAND97_C	chr11	7531898	33063	9163	HPV16REF|lcl|Human	HPV:1471-7906,1-2727(+)	.	1	RAND97
E84_RAND69_D	chr12	81808145	342	21142	HPV16REF|lcl|Human	HPV:5983-7906,1-7906,1-7906,1-3406(+)	.	1	RAND69
E85_SINE_C	chr12	66057682	33063	9163	HPV16REF|lcl|Human	HPV:1471-7906,1-2727(+)	.	1	SINE
E86_RAND71_D	chr17	74543200	342	21142	HPV16REF|lcl|Human	HPV:5983-7906,1-7906,1-7906,1-3406(+)	.	1	RAND71
E87_RAND100_C	chr17	72761897	33063	9163	HPV16REF|lcl|Human	HPV:1471-7906,1-2727(+)	.	1	RAND100
E88_RAND96_D	chr17	55999730	342	21142	HPV16REF|lcl|Human	HPV:5983-7906,1-7906,1-7906,1-3406(+)	.	1	RAND96
E89_RAND59_C	chr17	41270854	33063	9163	HPV16REF|lcl|Human	HPV:1471-7906,1-2727(+)	.	1	RAND59
E90_RAND26_D	chr17	22296711	342	21142	HPV16REF|lcl|Human	HPV:5983-7906,1-7906,1-7906,1-3406(+)	.	1	RAND26
E91_RAND41_C	chr17	21380272	33063	9163	HPV16REF|lcl|Human	HPV:1471-7906,1-2727(+)	.	1	RAND41
E92_RAND51_D	chr18	75492595	342	21142	HPV16REF|lcl|Human	HPV:5983-7906,1-7906,1-7906,1-3406(+)	.	1	RAND51
E93_RAND57_C	chr18	72524587	33063	9163	HPV16REF|lcl|Human	HPV:1471-7906,1-2727(+)	.	1	RAND57
E94_RAND40_D	chr18	50983320	342	21142	HPV16REF|lcl|Human	HPV:5983-7906,1-7906,1-7906,1-3406(+)	.	1	RAND40
E95_RAND84_C	chr18	23246186	33063	9163	HPV16REF|lcl|Human	HPV:1471-7906,1-2727(+)	.	1	RAND84
E96_LINE_D	chr18	22565190	342	21142	HPV16REF|lcl|Human	HPV:5983-7906,1-7906,1-7906,1-3406(+)	.	1	LINE
E97_RAND66_C	chr18	19014455	33063	9163	HPV16REF|lcl|Human	HPV:1471-7906,1-2727(+)	.	1	RAND66
E98_RAND54_D	chr18	17566176	342	21142	HPV16REF|lcl|Human	HPV:5983-7906,1-7906,1-7906,1-3406(+)	.	1	RAND54
E99_RAND46_C	chr18	3751553	33063	9163	HPV16REF|lcl|Human	HPV:1471-7906,1-2727(+)	.	1	RAND46
E100_RAND95_D	chr18	2156322	342	21142	HPV16REF|lcl|Human	HPV:5983-7906,1-7906,1-7906,1-3406(+)	.	1	RAND95
