event_id	chrom	host_pos	del_len	ins_len	hpv_ref	hpv_path	hpv_strand	copies	source
E58_EXTRA_B	chr9	99956760	134237	5974	HPV16REF|lcl|Human	HPV:3672-6273,554-3925(-)	.	1	EXTRA
E59_EXTRA_A	chr9	97901339	0	4587	HPV16REF|lcl|Human	HPV:6280-2960(+)	.	1	EXTRA
E60_RAND91_B	chr9	33325453	134237	5974	HPV16REF|lcl|Human	HPV:361-2962,5939-1404(-)	.	1	RAND91
E61_EXTRA_A	chr9	26645008	0	4587	HPV16REF|lcl|Human	HPV:6858-3538(+)	.	1	EXTRA
E62_RAND78_B	chr10	85746111	134237	5974	HPV16REF|lcl|Human	HPV:7080-1775,267-3638(-)	.	1	RAND78
E63_EXTRA_A	chr10	43440220	0	4587	HPV16REF|lcl|Human	HPV:4896-1576(+)	.	1	EXTRA
E64_EXTRA_B	chr10	5092886	134237	5974	HPV16REF|lcl|Human	HPV:6225-920,7383-2848(-)	.	1	EXTRA
E65_EXTRA_A	chr11	107488160	0	4587	HPV16REF|lcl|Human	HPV:5612-2292(+)	.	1	EXTRA
E66_EXTRA_B	chr11	38609871	134237	5974	HPV16REF|lcl|Human	HPV:2431-5032,408-3779(-)	.	1	EXTRA
E67_EXTRA_A	chr11	19907776	0	4587	HPV16REF|lcl|Human	HPV:1177-5763(+)	.	1	EXTRA
E68_EXTRA_B	chr12	98557895	134237	5974	HPV16REF|lcl|Human	HPV:6837-1532,3147-6518(-)	.	1	EXTRA
E69_RAND82_A	chr12	69610937	0	4587	HPV16REF|lcl|Human	HPV:2254-6840(+)	.	1	RAND82
E70_EXTRA_B	chr12	66057678	134237	5974	HPV16REF|lcl|Human	HPV:849-3450,355-3726(-)	.	1	EXTRA
E71_RAND68_A	chr12	65541404	0	4587	HPV16REF|lcl|Human	HPV:492-5078(+)	.	1	RAND68
E72_EXTRA_B	chr13	85257545	134237	5974	HPV16REF|lcl|Human	HPV:415-3016,5910-1375(-)	.	1	EXTRA
E73_EXTRA_A	chr13	73257354	0	4587	HPV16REF|lcl|Human	HPV:55-4641(+)	.	1	EXTRA
E74_RAND81_B	chr15	82752784	134237	5974	HPV16REF|lcl|Human	HPV:271-2872,7881-3346(-)	.	1	RAND81
E75_RAND57_A	chr15	79715726	0	4587	HPV16REF|lcl|Human	HPV:110-4696(+)	.	1	RAND57
E76_RAND61_B	chr15	41760416	134237	5974	HPV16REF|lcl|Human	HPV:4722-7323,6561-2026(-)	.	1	RAND61
E77_EXTRA_A	chr15	31335186	0	4587	HPV16REF|lcl|Human	HPV:204-4790(+)	.	1	EXTRA
E78_RAND73_B	chr16	87708681	134237	5974	HPV16REF|lcl|Human	HPV:408-3009,6798-2263(-)	.	1	RAND73
E79_RAND51_A	chr16	27320810	0	4587	HPV16REF|lcl|Human	HPV:6520-3200(+)	.	1	RAND51
E80_RAND71_B	chr16	11150830	134237	5974	HPV16REF|lcl|Human	HPV:3837-6438,540-3911(-)	.	1	RAND71
E81_RAND95_A	chr17	75779178	0	4587	HPV16REF|lcl|Human	HPV:7843-4523(+)	.	1	RAND95
E82_RAND59_B	chr17	46734201	134237	5974	HPV16REF|lcl|Human	HPV:246-2847,5660-1125(-)	.	1	RAND59
E83_EXTRA_A	chr17	38267232	0	4587	HPV16REF|lcl|Human	HPV:67-4653(+)	.	1	EXTRA
E84_RAND60_B	chr17	37372301	134237	5974	HPV16REF|lcl|Human	HPV:4574-7175,5760-1225(-)	.	1	RAND60
E85_EXTRA_A	chr18	30317896	0	4587	HPV16REF|lcl|Human	HPV:729-5315(+)	.	1	EXTRA
E86_EXTRA_B	chr18	22565190	134237	5974	HPV16REF|lcl|Human	HPV:531-3132,1614-4985(-)	.	1	EXTRA
E87_EXTRA_A	chr19	56233676	0	4587	HPV16REF|lcl|Human	HPV:842-5428(+)	.	1	EXTRA
E88_EXTRA_B	chr19	4782478	134237	5974	HPV16REF|lcl|Human	HPV:5473-168,6100-1565(-)	.	1	EXTRA
E89_RAND72_A	chr20	33733278	0	4587	HPV16REF|lcl|Human	HPV:4863-1543(+)	.	1	RAND72
E90_EXTRA_B	chr20	23622855	134237	5974	HPV16REF|lcl|Human	HPV:596-3197,6548-2013(-)	.	1	EXTRA
E91_EXTRA_A	chr20	21968549	0	4587	HPV16REF|lcl|Human	HPV:4585-1265(+)	.	1	EXTRA
E92_RAND99_B	chr20	4828374	134237	5974	HPV16REF|lcl|Human	HPV:4284-6885,2911-6282(-)	.	1	RAND99
E93_EXTRA_A	chr21	15273221	0	4587	HPV16REF|lcl|Human	HPV:2916-7502(+)	.	1	EXTRA
E94_RAND88_B	chrX	103260719	134237	5974	HPV16REF|lcl|Human	HPV:365-2966,32-3403(-)	.	1	RAND88
E95_EXTRA_A	chrX	96983771	0	4587	HPV16REF|lcl|Human	HPV:6891-3571(+)	.	1	EXTRA
E96_RAND55_B	chrX	95318662	134237	5974	HPV16REF|lcl|Human	HPV:765-3366,2258-5629(-)	.	1	RAND55
E97_RAND58_A	chrX	81335175	0	4587	HPV16REF|lcl|Human	HPV:5909-2589(+)	.	1	RAND58
E98_RAND90_B	chrX	34594351	134237	5974	HPV16REF|lcl|Human	HPV:7403-2098,1495-4866(-)	.	1	RAND90
E99_EXTRA_A	chrX	33461718	0	4587	HPV16REF|lcl|Human	HPV:6415-3095(+)	.	1	EXTRA
E100_EXTRA_B	chrX	27024471	134237	5974	HPV16REF|lcl|Human	HPV:7054-1749,4546-11(-)	.	1	EXTRA
