chrom1	start1	end1	chrom2	start2	end2	name	score	strand1	strand2
chr6	117903694	117903695	HPV16REF|lcl|Human	1	2	E45_RAND62_A	.	+	.
chr6	79484344	79484345	HPV16REF|lcl|Human	1	2	E46_EXTRA_B	.	+	.
chr6	37175775	37175776	HPV16REF|lcl|Human	1	2	E47_EXTRA_A	.	+	.
chr6	8122507	8122508	HPV16REF|lcl|Human	1	2	E48_RAND85_B	.	+	.
chr7	83120494	83120495	HPV16REF|lcl|Human	1	2	E49_EXTRA_A	.	+	.
chr8	122107037	122107038	HPV16REF|lcl|Human	1	2	E50_EXTRA_B	.	+	.
chr8	91376614	91376615	HPV16REF|lcl|Human	1	2	E51_RAND67_A	.	+	.
chr8	53747421	53747422	HPV16REF|lcl|Human	1	2	E52_RAND97_B	.	+	.
chr8	52372259	52372260	HPV16REF|lcl|Human	1	2	E53_EXTRA_A	.	+	.
chr8	33292629	33292630	HPV16REF|lcl|Human	1	2	E54_EXTRA_B	.	+	.
chr8	8775954	8775955	HPV16REF|lcl|Human	1	2	E55_RAND87_A	.	+	.
chr9	128338917	128338918	HPV16REF|lcl|Human	1	2	E56_EXTRA_B	.	+	.
chr9	116921587	116921588	HPV16REF|lcl|Human	1	2	E57_EXTRA_A	.	+	.
chr9	99956760	99956761	HPV16REF|lcl|Human	1	2	E58_EXTRA_B	.	+	.
chr9	97901339	97901340	HPV16REF|lcl|Human	1	2	E59_EXTRA_A	.	+	.
chr9	33325453	33325454	HPV16REF|lcl|Human	1	2	E60_RAND91_B	.	+	.
chr9	26645008	26645009	HPV16REF|lcl|Human	1	2	E61_EXTRA_A	.	+	.
chr10	85746111	85746112	HPV16REF|lcl|Human	1	2	E62_RAND78_B	.	+	.
chr10	43440220	43440221	HPV16REF|lcl|Human	1	2	E63_EXTRA_A	.	+	.
chr10	5092886	5092887	HPV16REF|lcl|Human	1	2	E64_EXTRA_B	.	+	.
chr11	107488160	107488161	HPV16REF|lcl|Human	1	2	E65_EXTRA_A	.	+	.
chr11	38609871	38609872	HPV16REF|lcl|Human	1	2	E66_EXTRA_B	.	+	.
chr11	19907776	19907777	HPV16REF|lcl|Human	1	2	E67_EXTRA_A	.	+	.
chr12	98557895	98557896	HPV16REF|lcl|Human	1	2	E68_EXTRA_B	.	+	.
chr12	69610937	69610938	HPV16REF|lcl|Human	1	2	E69_RAND82_A	.	+	.
chr12	66057678	66057679	HPV16REF|lcl|Human	1	2	E70_EXTRA_B	.	+	.
chr12	65541404	65541405	HPV16REF|lcl|Human	1	2	E71_RAND68_A	.	+	.
chr13	85257545	85257546	HPV16REF|lcl|Human	1	2	E72_EXTRA_B	.	+	.
chr13	73257354	73257355	HPV16REF|lcl|Human	1	2	E73_EXTRA_A	.	+	.
chr15	82752784	82752785	HPV16REF|lcl|Human	1	2	E74_RAND81_B	.	+	.
chr15	79715726	79715727	HPV16REF|lcl|Human	1	2	E75_RAND57_A	.	+	.
chr15	41760416	41760417	HPV16REF|lcl|Human	1	2	E76_RAND61_B	.	+	.
chr15	31335186	31335187	HPV16REF|lcl|Human	1	2	E77_EXTRA_A	.	+	.
chr16	87708681	87708682	HPV16REF|lcl|Human	1	2	E78_RAND73_B	.	+	.
chr16	27320810	27320811	HPV16REF|lcl|Human	1	2	E79_RAND51_A	.	+	.
chr16	11150830	11150831	HPV16REF|lcl|Human	1	2	E80_RAND71_B	.	+	.
chr17	75779178	75779179	HPV16REF|lcl|Human	1	2	E81_RAND95_A	.	+	.
chr17	46734201	46734202	HPV16REF|lcl|Human	1	2	E82_RAND59_B	.	+	.
chr17	38267232	38267233	HPV16REF|lcl|Human	1	2	E83_EXTRA_A	.	+	.
chr17	37372301	37372302	HPV16REF|lcl|Human	1	2	E84_RAND60_B	.	+	.
chr18	30317896	30317897	HPV16REF|lcl|Human	1	2	E85_EXTRA_A	.	+	.
chr18	22565190	22565191	HPV16REF|lcl|Human	1	2	E86_EXTRA_B	.	+	.
chr19	56233676	56233677	HPV16REF|lcl|Human	1	2	E87_EXTRA_A	.	+	.
chr19	4782478	4782479	HPV16REF|lcl|Human	1	2	E88_EXTRA_B	.	+	.
chr20	33733278	33733279	HPV16REF|lcl|Human	1	2	E89_RAND72_A	.	+	.
chr20	23622855	23622856	HPV16REF|lcl|Human	1	2	E90_EXTRA_B	.	+	.
chr20	21968549	21968550	HPV16REF|lcl|Human	1	2	E91_EXTRA_A	.	+	.
chr20	4828374	4828375	HPV16REF|lcl|Human	1	2	E92_RAND99_B	.	+	.
chr21	15273221	15273222	HPV16REF|lcl|Human	1	2	E93_EXTRA_A	.	+	.
chrX	103260719	103260720	HPV16REF|lcl|Human	1	2	E94_RAND88_B	.	+	.
chrX	96983771	96983772	HPV16REF|lcl|Human	1	2	E95_EXTRA_A	.	+	.
chrX	95318662	95318663	HPV16REF|lcl|Human	1	2	E96_RAND55_B	.	+	.
chrX	81335175	81335176	HPV16REF|lcl|Human	1	2	E97_RAND58_A	.	+	.
chrX	34594351	34594352	HPV16REF|lcl|Human	1	2	E98_RAND90_B	.	+	.
chrX	33461718	33461719	HPV16REF|lcl|Human	1	2	E99_EXTRA_A	.	+	.
chrX	27024471	27024472	HPV16REF|lcl|Human	1	2	E100_EXTRA_B	.	+	.
