chrom1	start1	end1	chrom2	start2	end2	name	score	strand1	strand2
chr3	7420804	7420805	HPV16REF|lcl|Human	1	2	E30_RAND61_D	.	+	.
chr4	173084848	173084849	HPV16REF|lcl|Human	1	2	E31_RAND91_C	.	+	.
chr4	167562060	167562061	HPV16REF|lcl|Human	1	2	E32_RAND58_D	.	+	.
chr4	147855664	147855665	HPV16REF|lcl|Human	1	2	E33_EXTRA_C	.	+	.
chr4	103351588	103351589	HPV16REF|lcl|Human	1	2	E34_EXTRA_D	.	+	.
chr4	102926412	102926413	HPV16REF|lcl|Human	1	2	E35_RAND95_C	.	+	.
chr4	99404673	99404674	HPV16REF|lcl|Human	1	2	E36_RAND86_D	.	+	.
chr4	65176773	65176774	HPV16REF|lcl|Human	1	2	E37_RAND75_C	.	+	.
chr4	3117489	3117490	HPV16REF|lcl|Human	1	2	E38_RAND90_D	.	+	.
chr5	166587558	166587559	HPV16REF|lcl|Human	1	2	E39_RAND73_C	.	+	.
chr5	163616290	163616291	HPV16REF|lcl|Human	1	2	E40_RAND64_D	.	+	.
chr5	124471917	124471918	HPV16REF|lcl|Human	1	2	E41_EXTRA_C	.	+	.
chr6	139014012	139014013	HPV16REF|lcl|Human	1	2	E42_RAND100_D	.	+	.
chr6	117903694	117903695	HPV16REF|lcl|Human	1	2	E43_RAND71_C	.	+	.
chr6	79484344	79484345	HPV16REF|lcl|Human	1	2	E44_EXTRA_D	.	+	.
chr6	37175775	37175776	HPV16REF|lcl|Human	1	2	E45_EXTRA_C	.	+	.
chr6	36910796	36910797	HPV16REF|lcl|Human	1	2	E46_EXTRA_D	.	+	.
chr6	8122507	8122508	HPV16REF|lcl|Human	1	2	E47_RAND96_C	.	+	.
chr7	83120494	83120495	HPV16REF|lcl|Human	1	2	E48_EXTRA_D	.	+	.
chr8	122107037	122107038	HPV16REF|lcl|Human	1	2	E49_EXTRA_C	.	+	.
chr8	91376614	91376615	HPV16REF|lcl|Human	1	2	E50_RAND77_D	.	+	.
chr8	52372259	52372260	HPV16REF|lcl|Human	1	2	E51_EXTRA_C	.	+	.
chr8	46619611	46619612	HPV16REF|lcl|Human	1	2	E52_EXTRA_D	.	+	.
chr8	33292629	33292630	HPV16REF|lcl|Human	1	2	E53_EXTRA_C	.	+	.
chr8	8775954	8775955	HPV16REF|lcl|Human	1	2	E54_RAND98_D	.	+	.
chr9	128338917	128338918	HPV16REF|lcl|Human	1	2	E55_EXTRA_C	.	+	.
chr9	116921587	116921588	HPV16REF|lcl|Human	1	2	E56_EXTRA_D	.	+	.
chr9	99956760	99956761	HPV16REF|lcl|Human	1	2	E57_EXTRA_C	.	+	.
chr9	97901339	97901340	HPV16REF|lcl|Human	1	2	E58_EXTRA_D	.	+	.
chr9	39625602	39625603	HPV16REF|lcl|Human	1	2	E59_RAND66_C	.	+	.
chr9	26645008	26645009	HPV16REF|lcl|Human	1	2	E60_EXTRA_D	.	+	.
chr10	85746111	85746112	HPV16REF|lcl|Human	1	2	E61_RAND89_C	.	+	.
chr10	43440220	43440221	HPV16REF|lcl|Human	1	2	E62_EXTRA_D	.	+	.
chr10	5092886	5092887	HPV16REF|lcl|Human	1	2	E63_EXTRA_C	.	+	.
chr11	131789342	131789343	HPV16REF|lcl|Human	1	2	E64_EXTRA_D	.	+	.
chr11	107488160	107488161	HPV16REF|lcl|Human	1	2	E65_EXTRA_C	.	+	.
chr11	70283619	70283620	HPV16REF|lcl|Human	1	2	E66_EXTRA_D	.	+	.
chr11	38609871	38609872	HPV16REF|lcl|Human	1	2	E67_EXTRA_C	.	+	.
chr11	19907776	19907777	HPV16REF|lcl|Human	1	2	E68_EXTRA_D	.	+	.
chr12	98557895	98557896	HPV16REF|lcl|Human	1	2	E69_EXTRA_C	.	+	.
chr12	69610937	69610938	HPV16REF|lcl|Human	1	2	E70_RAND93_D	.	+	.
chr12	66057678	66057679	HPV16REF|lcl|Human	1	2	E71_EXTRA_C	.	+	.
chr12	65541404	65541405	HPV16REF|lcl|Human	1	2	E72_RAND78_D	.	+	.
chr13	85257545	85257546	HPV16REF|lcl|Human	1	2	E73_EXTRA_C	.	+	.
chr13	73601706	73601707	HPV16REF|lcl|Human	1	2	E74_RAND74_D	.	+	.
chr13	73257354	73257355	HPV16REF|lcl|Human	1	2	E75_EXTRA_C	.	+	.
chr15	82752784	82752785	HPV16REF|lcl|Human	1	2	E76_RAND92_D	.	+	.
chr15	79715726	79715727	HPV16REF|lcl|Human	1	2	E77_RAND65_C	.	+	.
chr15	41760416	41760417	HPV16REF|lcl|Human	1	2	E78_RAND70_D	.	+	.
chr15	31335186	31335187	HPV16REF|lcl|Human	1	2	E79_EXTRA_C	.	+	.
chr16	87708681	87708682	HPV16REF|lcl|Human	1	2	E80_RAND83_D	.	+	.
chr16	27320810	27320811	HPV16REF|lcl|Human	1	2	E81_RAND59_C	.	+	.
chr16	11150830	11150831	HPV16REF|lcl|Human	1	2	E82_RAND81_D	.	+	.
chr17	46734201	46734202	HPV16REF|lcl|Human	1	2	E83_RAND68_C	.	+	.
chr17	38267232	38267233	HPV16REF|lcl|Human	1	2	E84_EXTRA_D	.	+	.
chr17	37372301	37372302	HPV16REF|lcl|Human	1	2	E85_RAND69_C	.	+	.
chr18	30317896	30317897	HPV16REF|lcl|Human	1	2	E86_EXTRA_D	.	+	.
chr18	22565190	22565191	HPV16REF|lcl|Human	1	2	E87_EXTRA_C	.	+	.
chr19	56233676	56233677	HPV16REF|lcl|Human	1	2	E88_EXTRA_D	.	+	.
chr19	4782478	4782479	HPV16REF|lcl|Human	1	2	E89_EXTRA_C	.	+	.
chr20	33733278	33733279	HPV16REF|lcl|Human	1	2	E90_RAND82_D	.	+	.
chr20	23622855	23622856	HPV16REF|lcl|Human	1	2	E91_EXTRA_C	.	+	.
chr20	21968549	21968550	HPV16REF|lcl|Human	1	2	E92_EXTRA_D	.	+	.
chr21	15273221	15273222	HPV16REF|lcl|Human	1	2	E93_EXTRA_C	.	+	.
chrX	103260719	103260720	HPV16REF|lcl|Human	1	2	E94_RAND99_D	.	+	.
chrX	97114880	97114881	HPV16REF|lcl|Human	1	2	E95_EXTRA_C	.	+	.
chrX	96983771	96983772	HPV16REF|lcl|Human	1	2	E96_EXTRA_D	.	+	.
chrX	95318662	95318663	HPV16REF|lcl|Human	1	2	E97_RAND63_C	.	+	.
chrX	81335175	81335176	HPV16REF|lcl|Human	1	2	E98_RAND67_D	.	+	.
chrX	33461718	33461719	HPV16REF|lcl|Human	1	2	E99_EXTRA_C	.	+	.
chrX	27024471	27024472	HPV16REF|lcl|Human	1	2	E100_EXTRA_D	.	+	.
